id,uw,category,group,notes,tens
NHR030,0.00019977,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[51.5, 40.9, 36.5, 28.9, 23.0, 18.2, 16.2, 12.9]"
NHR040,0.00031672,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, 64.8, 57.8, 45.9, 36.4, 28.9, 25.7, 20.4]"
NHR045,0.00039328,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, 80.5, 71.8, 56.9, 45.2, 35.9, 32.0, 25.4]"
NHR050,0.00046898,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, 96.0, 85.6, 67.9, 53.9, 42.8, 38.1, 30.2]"
NHR055,0.00058122,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[53.0, 47.2, 37.5, 29.7, 26.5, 21.0, 16.7, 13.3]"
NHR060,0.00070573,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[64.4, 57.3, 45.5, 36.1, 32.2, 25.5, 20.3, 16.1]"
NHR065,0.000805,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[73.4, 65.4, 51.9, 41.2, 36.7, 29.1, 23.1, 18.4]"
NHR070,0.00096476,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[88.0, 78.4, 62.2, 49.4, 44.0, 34.9, 27.7, 22.0]"
NHR075,0.00103455,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[94.4, 84.1, 66.7, 53.0, 47.1, 37.5, 29.7, 23.6]"
NHR080,0.00118785,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[108.3, 96.5, 76.6, 60.8, 54.1, 43.0, 34.1, 27.1]"
NHR085,0.00138122,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[126.0, 112.2, 89.1, 70.7, 62.9, 50.0, 39.7, 31.6]"
NHR090,0.00140885,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[51.0, 40.5, 32.2, 28.6, 22.7, 18.0, 16.1, 12.8]"
NHR095,0.00166888,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[60.4, 48.0, 38.1, 33.9, 26.9, 21.4, 19.1, 15.1]"
NHR100,0.00185103,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[67.0, 53.2, 42.3, 37.6, 29.8, 23.7, 21.2, 16.8]"
NHR105,0.00205287,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[74.3, 59.0, 46.9, 41.7, 33.1, 26.3, 23.5, 18.6]"
NHR110,0.00220548,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[79.8, 63.4, 50.4, 44.8, 35.5, 28.2, 25.2, 20.0]"
NHR130,0.00301941,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[109.3, 86.8, 69.0, 61.3, 48.7, 38.6, 34.5, 27.3]"
NHR045S,0.00039328,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[55.9, 44.3, 35.2, 27.9, 24.9, 19.7, 15.7, 13.9]"
NHR065S,0.000805,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, 90.7, 72.0, 57.2, 50.9, 40.4, 32.1, 28.6]"
NHR080S,0.00118785,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[47.3, 42.1, 33.5, 26.6, 21.1, 18.8, 14.9, 11.8]"
NHR100S,0.00185103,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[73.8, 65.7, 52.2, 41.4, 32.9, 29.3, 23.2, 18.4]"
NHR045M,0.00039328,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[63.6, 50.4, 40.0, 31.8, 28.3, 22.5, 17.8, 15.9]"
NHR065M,0.000805,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, 82.0, 65.0, 57.9, 46.0, 36.5, 32.5]"
NHR080M,0.00118785,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[53.9, 47.9, 38.1, 30.2, 24.0, 21.4, 17.0, 13.5]"
NHR100M,0.00185103,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[83.9, 74.7, 59.4, 47.1, 37.5, 33.3, 26.4, 21.0]"
NHR045SL,0.00039328,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[80.5, 63.8, 50.7, 40.2, 35.8, 28.4, 22.6, 20.1]"
NHR065SL,0.000805,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, None, 82.3, 73.3, 58.2, 46.2, 41.1]"
NHR080SL,0.00118785,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[68.2, 60.7, 48.2, 38.3, 30.4, 27.1, 21.5, 17.0]"
NHR100SL,0.00185103,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[106.2, 94.5, 75.1, 59.6, 47.4, 42.2, 33.4, 26.6]"
NHR130SL,0.00301941,Electric Bass Guitar,Half Round - Pure Nickel Half Round,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[122.5, 97.3, 77.4, 68.8, 54.6, 43.3, 38.7, 30.6]"
CB040,0.00032716,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[59.7, 47.4, 37.6, 29.8, 26.6, 21.1, 16.7, 14.9]"
CB045,0.00039763,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[72.6, 57.6, 45.7, 36.3, 32.3, 25.6, 20.4, 18.1]"
CB050,0.00047855,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[87.3, 69.3, 55.0, 43.6, 38.9, 30.9, 24.5, 21.8]"
CB055,0.00056769,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[103.6, 82.2, 65.2, 51.8, 46.1, 36.6, 29.1, 25.9]"
CB060,0.00070108,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, 101.5, 80.6, 63.9, 57.0, 45.2, 35.9, 31.9]"
CB065,0.00080655,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, 92.7, 73.6, 65.5, 52.0, 41.3, 36.7]"
CB070,0.00093374,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, 107.3, 85.2, 75.9, 60.2, 47.8, 42.5]"
CB075,0.00100553,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[51.5, 45.8, 36.4, 28.9, 23.0, 20.4, 16.2, 12.9]"
CB080,0.00120719,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[61.8, 55.0, 43.7, 34.7, 27.6, 24.5, 19.5, 15.4]"
CB085,0.00138675,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[71.0, 63.2, 50.2, 39.8, 31.7, 28.2, 22.4, 17.7]"
CB090,0.00148896,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[76.2, 67.8, 53.9, 42.8, 34.0, 30.2, 24.0, 19.1]"
CB095,0.00173288,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[88.7, 78.9, 62.7, 49.8, 39.6, 35.2, 27.9, 22.2]"
CB100,0.00189041,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[96.8, 86.1, 68.4, 54.3, 43.2, 38.4, 30.5, 24.2]"
CB105,0.00204302,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[104.6, 93.1, 74.0, 58.7, 46.7, 41.5, 32.9, 26.1]"
CB110,0.00226455,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[115.9, 103.2, 82.0, 65.1, 51.8, 46.0, 36.5, 29.0]"
CB132,0.00314193,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[113.7, 90.3, 71.8, 63.8, 50.6, 40.2, 35.9, 28.4]"
CB040SL,0.00032716,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[66.9, 53.1, 42.2, 33.5, 29.8, 23.6, 18.8, 16.7]"
CB045SL,0.00039763,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[81.4, 64.6, 51.2, 40.7, 36.2, 28.7, 22.8, 20.3]"
CB060SL,0.00070108,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, 113.8, 90.3, 71.7, 63.9, 50.7, 40.2, 35.8]"
CB065SL,0.00080655,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, 103.9, 82.5, 73.5, 58.3, 46.3, 41.2]"
CB075SL,0.00100553,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[57.7, 51.4, 40.8, 32.4, 25.8, 22.9, 18.2, 14.4]"
CB080SL,0.00120719,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[69.3, 61.7, 49.0, 38.9, 30.9, 27.5, 21.8, 17.3]"
CB095SL,0.00173288,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[99.4, 88.5, 70.3, 55.8, 44.4, 39.5, 31.3, 24.9]"
CB100SL,0.00189041,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[108.5, 96.6, 76.7, 60.9, 48.4, 43.1, 34.2, 27.1]"
CB132SL,0.00314193,Electric Bass Guitar,Chromes - Stainless Steel Flat Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[127.5, 101.2, 80.5, 71.6, 56.8, 45.1, 40.2, 31.9]"
PSB032,0.00020465,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[52.8, 41.9, 37.4, 29.6, 23.5, 18.7, 16.6, 13.2]"
PSB040,0.00029409,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 53.7, 42.6, 33.8, 26.8, 23.9, 19.0]"
PSB045,0.00036457,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 66.5, 52.8, 41.9, 33.2, 29.6, 23.5]"
PSB050,0.00042635,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, 87.3, 77.8, 61.7, 49.0, 38.9, 34.6, 27.5]"
PSB055,0.00058296,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, 84.4, 67.0, 53.2, 47.4, 37.6]"
PSB060,0.00067781,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[61.8, 55.1, 43.7, 34.7, 30.9, 24.5, 19.5, 15.5]"
PSB065,0.00073365,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[66.9, 59.6, 47.3, 37.6, 33.4, 26.6, 21.1, 16.8]"
PSB070,0.00087014,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[79.4, 70.7, 56.1, 44.5, 39.6, 31.5, 25.0, 19.9]"
PSB075,0.00095857,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[87.4, 77.9, 61.8, 49.1, 43.7, 34.7, 27.5, 21.9]"
PSB080,0.00111879,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[102.0, 90.9, 72.1, 57.3, 51.0, 40.5, 32.1, 25.6]"
PSB085,0.00124034,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[113.1, 100.8, 80.0, 63.5, 56.5, 44.9, 35.6, 28.3]"
PSB090,0.00151382,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[54.8, 43.5, 34.6, 30.8, 24.4, 19.4, 17.3, 13.7]"
PSB095,0.0015655,Electric Bass Guitar,ProSteels - ProSteel Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[56.7, 45.0, 35.8, 31.8, 25.2, 20.0, 17.9, 14.2]"
PSB100,0.00169349,Electric Bass Guitar,ProSteel,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[61.3, 48.7, 38.7, 34.4, 27.3, 21.7, 19.4, 15.3]"
PSB105,0.00183626,Electric Bass Guitar,ProSteel,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[66.5, 52.8, 42.0, 37.3, 29.6, 23.5, 21.0, 16.6]"
PSB110,0.00218579,Electric Bass Guitar,ProSteel,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[79.1, 62.8, 50.0, 44.4, 35.2, 28.0, 25.0, 19.8]"
PSB125,0.00263432,Electric Bass Guitar,ProSteel,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[95.4, 75.7, 60.2, 53.5, 42.5, 33.7, 30.1, 23.8]"
PSB130,0.00277435,Electric Bass Guitar,ProSteel,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[100.4, 79.7, 63.4, 56.4, 44.7, 35.5, 31.7, 25.1]"
PSB145,0.00327321,Electric Bass Guitar,ProSteel,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[118.5, 94.0, 74.8, 66.5, 52.8, 41.9, 37.4, 29.6]"
PSB045S,0.00036457,Electric Bass Guitar,ProSteel,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[51.8, 41.1, 32.6, 25.9, 23.1, 18.3, 14.5, 12.9]"
PSB065S,0.00073365,Electric Bass Guitar,ProSteel,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, 82.7, 65.6, 52.1, 46.4, 36.8, 29.2, 26.0]"
PSB080S,0.00111879,Electric Bass Guitar,ProSteel,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[44.6, 39.7, 31.5, 25.0, 19.9, 17.7, 14.0, 11.1]"
PSB100S,0.00169349,Electric Bass Guitar,ProSteel,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[67.5, 60.1, 47.7, 37.9, 30.1, 26.8, 21.3, 16.9]"
PSB045M,0.00036457,Electric Bass Guitar,ProSteel,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[58.9, 46.8, 37.1, 29.5, 26.2, 20.8, 16.5, 14.7]"
PSB065M,0.00073365,Electric Bass Guitar,ProSteel,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, 74.7, 59.3, 52.8, 41.9, 33.3, 29.6]"
PSB080M,0.00111879,Electric Bass Guitar,ProSteel,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[50.7, 45.1, 35.9, 28.5, 22.6, 20.1, 16.0, 12.7]"
