id,uw,category,group,notes,tens
CG028,0.00014683,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[38.0, 30.1, 26.8, 21.3, 16.9, 15.1, 12.0, 9.5]"
CG030,0.00016958,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[43.9, 34.8, 31.0, 24.6, 19.5, 17.4, 13.8, 11.0]"
CG032,0.00019233,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[49.7, 39.5, 35.2, 27.9, 22.1, 19.7, 15.7, 12.4]"
CG035,0.00024197,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[62.6, 49.7, 44.2, 35.1, 27.9, 24.8, 19.7, 15.6]"
CG038,0.0002652,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[38.5, 30.5, 27.2, 21.6, 17.1, 13.6, 12.1, 9.6]"
CG040,0.00031676,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[46.0, 36.5, 32.5, 25.8, 20.5, 16.3, 14.5, 11.5]"
CG042,0.00034377,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[49.9, 39.6, 35.3, 28.0, 22.2, 17.6, 15.7, 12.5]"
CG045,0.00040393,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[58.6, 46.5, 41.5, 32.9, 26.1, 20.7, 18.5, 14.6]"
CG048,0.00043541,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[35.5, 28.1, 22.3, 19.9, 15.8, 12.5, 11.2, 8.9]"
CG050,0.00047042,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[38.3, 30.4, 24.1, 21.5, 17.1, 13.5, 12.1, 9.6]"
CG052,0.00049667,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[40.5, 32.1, 25.5, 22.7, 18.0, 14.3, 12.7, 10.1]"
CG056,0.00059075,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[48.1, 38.2, 30.3, 27.0, 21.4, 17.0, 15.1, 12.0]"
CG065,0.00089364,Acoustic or Electric Guitar,Chromes - Stainless Steel Flat Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[72.8, 57.8, 45.8, 40.8, 32.4, 25.7, 22.9, 18.2]"
SPS024,0.00011501,Pedal Steel Guitar,XLS - Stainless Steel Round Wound Pedal Steel,"['G#3', 'G3', 'F#3', 'F3', 'E3', 'D#3', 'D3', 'C#3']","[30.2, 26.9, 24.0, 21.3, 19.0, 17.0, 15.1, 13.4]"
SPS026,0.00013419,Pedal Steel Guitar,XLS - Stainless Steel Round Wound Pedal Steel,"['G#3', 'G3', 'F#3', 'F3', 'E3', 'D#3', 'D3', 'C#3']","[35.2, 31.4, 28.0, 24.9, 22.2, 19.8, 17.6, 15.7]"
SPS030,0.00018203,Pedal Steel Guitar,XLS - Stainless Steel Round Wound Pedal Steel,"['G#3', 'G3', 'F#3', 'F3', 'E3', 'D#3', 'D3', 'C#3']","[47.8, 42.6, 37.9, 33.8, 30.1, 26.8, 23.9, 21.3]"
SPS034,0.00022729,Pedal Steel Guitar,XLS - Stainless Steel Round Wound Pedal Steel,"['E3', 'D#3', 'D3', 'C#3', 'C3', 'B2', 'A#2', 'A2']","[37.6, 33.5, 29.8, 26.6, 23.7, 21.1, 18.8, 16.7]"
SPS036,0.00025198,Pedal Steel Guitar,XLS - Stainless Steel Round Wound Pedal Steel,"['E3', 'D#3', 'D3', 'C#3', 'C3', 'B2', 'A#2', 'A2']","[41.7, 37.1, 33.1, 29.5, 26.2, 23.4, 20.8, 18.6]"
SPS038,0.00027804,Pedal Steel Guitar,XLS - Stainless Steel Round Wound Pedal Steel,"['E3', 'D#3', 'D3', 'C#3', 'C3', 'B2', 'A#2', 'A2']","[46.0, 41.0, 36.5, 32.5, 29.0, 25.8, 23.0, 20.5]"
SPS042,0.00033924,Pedal Steel Guitar,XLS - Stainless Steel Round Wound Pedal Steel,"['B2', 'A#2', 'A2', 'G#2', 'G2', 'F#2', 'F2', 'E2']","[31.5, 28.0, 25.0, 22.3, 19.8, 17.7, 15.7, 14.0]"
SPS054,0.00056388,Pedal Steel Guitar,XLS - Stainless Steel Round Wound Pedal Steel,"['B2', 'A#2', 'A2', 'G#2', 'G2', 'F#2', 'F2', 'E2']","[52.4, 46.6, 41.5, 37.0, 33.0, 29.4, 26.2, 23.3]"
SPS070,0.00092592,Pedal Steel Guitar,XLS - Stainless Steel Round Wound Pedal Steel,"['G2', 'F#2', 'F2', 'E2', 'D#2', 'D2', 'C#2', 'C2']","[54.1, 48.2, 43.0, 38.3, 34.1, 30.4, 27.1, 24.1]"
PB020,8.106e-05,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 26.4, 21.0, 16.6, 14.8, 11.8, 9.3, 8.3]"
PB021,8.944e-05,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 29.1, 23.1, 18.4, 16.4, 13.0, 10.3, 9.2]"
PB022,9.876e-05,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[40.5, 32.2, 25.5, 20.3, 18.1, 14.3, 11.4, 10.1]"
PB023,0.00010801,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[44.3, 35.2, 27.9, 22.2, 19.7, 15.7, 12.4, 11.1]"
PB024,0.00011682,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 38.1, 30.2, 24.0, 21.4, 16.9, 13.5, 12.0]"
PB025,0.00012686,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 41.3, 32.8, 26.0, 23.2, 18.4, 14.6, 13.0]"
PB026,0.0001364,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 44.4, 35.3, 28.0, 24.9, 19.8, 15.7, 14.0]"
PB027,0.00014834,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, None, 38.4, 30.4, 27.1, 21.5, 17.1, 15.2]"
PB029,0.00017381,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[35.7, 31.8, 25.2, 20.0, 17.8, 14.2, 11.2, 8.9]"
PB030,0.0001866,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[38.3, 34.1, 27.1, 21.5, 19.2, 15.2, 12.1, 9.6]"
PB032,0.00021018,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[43.1, 38.4, 30.5, 24.2, 21.6, 17.1, 13.6, 10.8]"
PB034,0.00023887,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[None, 43.7, 34.7, 27.5, 24.5, 19.5, 15.4, 12.3]"
PB035,0.00025365,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[52.1, 46.4, 36.8, 29.2, 26.0, 20.7, 16.4, 13.0]"
PB036,0.0002683,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[55.1, 49.0, 38.9, 30.9, 27.5, 21.9, 17.3, 13.8]"
PB039,0.00031125,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[35.8, 32.0, 25.4, 20.1, 16.0, 14.2, 11.3, 9.0]"
PB042,0.00036722,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[42.3, 37.7, 29.9, 23.7, 18.8, 16.8, 13.3, 10.6]"
PB045,0.00041751,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[48.1, 42.9, 34.0, 27.0, 21.4, 19.1, 15.1, 12.0]"
PB047,0.00045289,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[36.9, 29.3, 23.2, 20.7, 16.4, 13.0, 11.6, 9.2]"
PB049,0.00049151,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[40.0, 31.8, 25.2, 22.5, 17.8, 14.2, 12.6, 10.0]"
PB052,0.00055223,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[45.0, 35.7, 28.3, 25.2, 20.0, 15.9, 14.2, 11.2]"
PB053,0.00056962,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[46.4, 36.8, 29.2, 26.0, 20.7, 16.4, 14.6, 11.6]"
PB056D,0.00063477,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[51.7, 41.0, 32.6, 29.0, 23.0, 18.3, 16.3, 12.9]"
PB059,0.00070535,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[57.5, 45.6, 36.2, 32.2, 25.6, 20.3, 18.1, 14.4]"
PB060,0.00073039,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[59.5, 47.2, 37.5, 33.4, 26.5, 21.0, 18.7, 14.9]"
PB062,0.00077682,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[63.3, 50.2, 39.9, 35.5, 28.2, 22.4, 19.9, 15.8]"
PB064,0.0008278,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[67.4, 53.5, 42.5, 37.8, 30.0, 23.8, 21.2, 16.9]"
PB066,0.00087718,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[71.4, 56.7, 45.0, 40.1, 31.8, 25.3, 22.5, 17.9]"
PB070,0.00096833,Acoustic Guitar,Phosphor Bronze - Round Wound (EXP Coated and Uncoated),"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[78.9, 62.6, 49.7, 44.3, 35.1, 27.9, 24.8, 19.7]"
FT023,0.00012568,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2']","[40.9, 32.5, 25.8, 23.0, 18.2, 14.5, 12.9, 10.2]"
FT024,0.00013651,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2']","[44.5, 35.3, 28.0, 25.0, 19.8, 15.7, 14.0, 11.1]"
FT026,0.00015894,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2']","[None, 41.1, 32.6, 29.1, 23.1, 18.3, 16.3, 12.9]"
FT028,0.00017209,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2']","[56.1, 44.5, 35.3, 31.5, 25.0, 19.8, 17.7, 14.0]"
FT030,0.00019785,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[40.6, 36.2, 28.7, 22.8, 20.3, 16.1, 12.8, 10.1]"
FT032,0.00023852,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[48.9, 43.6, 34.6, 27.5, 24.5, 19.4, 15.4, 12.2]"
FT035,0.00027781,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[None, 50.8, 40.3, 32.0, 28.5, 22.6, 18.0, 14.3]"
FT036,0.00029273,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[60.1, 53.5, 42.5, 33.7, 30.1, 23.8, 18.9, 15.0]"
FT039,0.00032904,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[37.9, 33.8, 26.8, 21.3, 16.9, 15.0, 11.9, 9.5]"
FT042,0.00036219,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[41.7, 37.2, 29.5, 23.4, 18.6, 16.6, 13.1, 10.4]"
FT044,0.00041047,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[47.3, 42.1, 33.4, 26.5, 21.1, 18.8, 14.9, 11.8]"
FT045,0.00042603,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[49.1, 43.7, 34.7, 27.5, 21.9, 19.5, 15.5, 12.3]"
FT047,0.00046166,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[37.6, 29.8, 23.7, 21.1, 16.7, 13.3, 11.8, 9.4]"
FT053,0.00055793,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[45.4, 36.1, 28.6, 25.5, 20.2, 16.1, 14.3, 11.4]"
FT056,0.00064108,Acoustic Guitar,Flat Tops - Phosphor Bronze Polished,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[52.2, 41.4, 32.9, 29.3, 23.2, 18.5, 16.4, 13.1]"
BW020,7.862e-05,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 25.6, 20.3, 16.1, 14.4, 11.4, 9.1, 8.1]"
BW021,8.684e-05,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 28.3, 22.5, 17.8, 15.9, 12.6, 10.0, 8.9]"
BW022,9.6e-05,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[39.4, 31.3, 24.8, 19.7, 17.6, 13.9, 11.1, 9.9]"
BW023,0.00010509,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[43.1, 34.2, 27.2, 21.6, 19.2, 15.2, 12.1, 10.8]"
BW024,0.00011353,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 37.0, 29.4, 23.3, 20.8, 16.5, 13.1, 11.7]"
BW025,0.00012339,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 40.2, 31.9, 25.3, 22.6, 17.9, 14.2, 12.7]"
BW026,0.00013253,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 43.2, 34.3, 27.2, 24.2, 19.2, 15.3, 13.6]"
BW027,0.00014397,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 46.9, 37.2, 29.5, 26.3, 20.9, 16.6, 14.8]"
BW029,0.00016838,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[34.6, 30.8, 24.4, 19.4, 17.3, 13.7, 10.9, 8.6]"
BW030,0.00018092,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[37.1, 33.1, 26.2, 20.8, 18.6, 14.7, 11.7, 9.3]"
BW032,0.00020352,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[41.8, 37.2, 29.5, 23.4, 20.9, 16.6, 13.2, 10.4]"
BW034,0.00022752,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[46.7, 41.6, 33.0, 26.2, 23.4, 18.5, 14.7, 11.7]"
BW035,0.00024006,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[49.3, 43.9, 34.8, 27.6, 24.6, 19.6, 15.5, 12.3]"
BW036,0.00025417,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[52.2, 46.5, 36.9, 29.3, 26.1, 20.7, 16.4, 13.0]"
BW039,0.00030063,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[34.6, 30.9, 24.5, 19.4, 15.4, 13.7, 10.9, 8.7]"
BW042,0.00034808,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[40.1, 35.7, 28.4, 22.5, 17.9, 15.9, 12.6, 10.0]"
BW045,0.00040245,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[46.3, 41.3, 32.8, 26.0, 20.6, 18.4, 14.6, 11.6]"
BW047,0.00043634,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[35.5, 28.2, 22.4, 19.9, 15.8, 12.6, 11.2, 8.9]"
BW049,0.00047368,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[38.6, 30.6, 24.3, 21.6, 17.2, 13.6, 12.1, 9.6]"
BW052,0.00053224,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[43.4, 34.4, 27.3, 24.3, 19.3, 15.3, 13.6, 10.8]"
BW053,0.00054852,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[44.7, 35.5, 28.1, 25.1, 19.9, 15.8, 14.1, 11.2]"
BW056,0.00061132,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[49.8, 39.5, 31.4, 27.9, 22.2, 17.6, 15.7, 12.4]"
BW059,0.00068005,Acoustic Guitar,80-20’S - 80/20 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[55.4, 44.0, 34.9, 31.1, 24.7, 19.6, 17.4, 13.8]"
ZW022,9.802e-05,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[40.2, 31.9, 25.3, 20.1, 17.9, 14.2, 11.3, 10.1]"
ZW024,0.00011594,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 37.8, 30.0, 23.8, 21.2, 16.8, 13.4, 11.9]"
ZW025,0.00012592,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 41.0, 32.6, 25.8, 23.0, 18.3, 14.5, 12.9]"
ZW026,0.00013536,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, 44.1, 35.0, 27.8, 24.7, 19.6, 15.6, 13.9]"
ZW030,0.00018507,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[38.0, 33.8, 26.8, 21.3, 19.0, 15.1, 12.0, 9.5]"
ZW032,0.00020839,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[42.8, 38.1, 30.2, 24.0, 21.4, 17.0, 13.5, 10.7]"
ZW034,0.00023316,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[47.8, 42.6, 33.8, 26.9, 23.9, 19.0, 15.1, 12.0]"
ZW035,0.0002461,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[50.5, 45.0, 35.7, 28.3, 25.3, 20.0, 15.9, 12.6]"
ZW036,0.00026045,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[53.4, 47.6, 37.8, 30.0, 26.7, 21.2, 16.8, 13.4]"
ZW040,0.00032631,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[37.6, 33.5, 26.6, 21.1, 16.7, 14.9, 11.8, 9.4]"
ZW042,0.00035735,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[41.2, 36.7, 29.1, 23.1, 18.3, 16.3, 13.0, 10.3]"
ZW044,0.00038985,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[44.9, 40.0, 31.8, 25.2, 20.0, 17.8, 14.1, 11.2]"
ZW045,0.00040665,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[46.8, 41.7, 33.1, 26.3, 20.9, 18.6, 14.7, 11.7]"
ZW046,0.00042565,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[49.0, 43.7, 34.7, 27.5, 21.8, 19.5, 15.4, 12.3]"
ZW050,0.00050824,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[41.4, 32.9, 26.1, 23.2, 18.4, 14.6, 13.0, 10.3]"
ZW052,0.00054686,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[44.5, 35.4, 28.1, 25.0, 19.8, 15.7, 14.0, 11.1]"
ZW054,0.00058694,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[47.8, 37.9, 30.1, 26.8, 21.3, 16.9, 15.0, 12.0]"
ZW056,0.00062847,Acoustic Guitar,Great American Bronze - 85/15 Brass Round Wound,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[51.2, 40.6, 32.2, 28.7, 22.8, 18.1, 16.1, 12.8]"
J4301,2.024e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[16.6, 14.8, 11.8, 9.3, 8.3, 6.6, 5.2, 4.2]"
J4302,2.729e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[22.4, 20.0, 15.8, 12.6, 11.2, 8.9, 7.1, 5.6]"
J4303,4.525e-05,Classical Guitar,Pro•Arté - Laser Select Clear Nylon (EXP Coated and Uncoated),"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[37.1, 33.1, 26.3, 20.8, 18.6, 14.7, 11.7, 9.3]"
